NAME,population,median_income,zip_code
ZCTA5 46118,4340,77480,46118
ZCTA5 46120,6138,55192,46120
ZCTA5 46121,5153,87394,46121
ZCTA5 46122,16343,94290,46122
ZCTA5 46123,42395,102989,46123
ZCTA5 46124,7638,67926,46124
ZCTA5 46125,42,-666666666,46125
ZCTA5 46126,3976,73730,46126
ZCTA5 46127,431,50288,46127
ZCTA5 46128,2319,85250,46128
ZCTA5 46130,2372,110221,46130
ZCTA5 46131,35502,81914,46131
ZCTA5 46133,996,57629,46133
ZCTA5 46135,19639,70847,46135
ZCTA5 46140,42927,82850,46140
ZCTA5 46142,35368,85611,46142
ZCTA5 46143,58238,89401,46143
ZCTA5 46144,219,106042,46144
ZCTA5 46146,106,-666666666,46146
ZCTA5 46147,2490,72031,46147
ZCTA5 46148,4948,62951,46148
ZCTA5 46149,2234,86625,46149
ZCTA5 46150,860,58456,46150
ZCTA5 46151,32339,77724,46151
ZCTA5 46154,175,-666666666,46154
ZCTA5 46155,71,43321,46155
ZCTA5 46156,1011,76964,46156
ZCTA5 46157,4370,74286,46157
ZCTA5 46158,24622,79877,46158
ZCTA5 46160,6416,72003,46160
ZCTA5 46161,2263,70337,46161
ZCTA5 46162,276,115395,46162
ZCTA5 46163,14318,111378,46163
ZCTA5 46164,3991,92235,46164
ZCTA5 46165,2060,88348,46165
ZCTA5 46166,2819,82528,46166
ZCTA5 46167,7132,123390,46167
ZCTA5 46168,38889,87315,46168
ZCTA5 46170,0,-666666666,46170
ZCTA5 46171,1980,90125,46171
ZCTA5 46172,2215,82656,46172
ZCTA5 46173,10544,65708,46173
ZCTA5 46175,451,72143,46175
ZCTA5 46176,28581,66045,46176
ZCTA5 46180,1002,79886,46180
ZCTA5 46181,5094,85625,46181
ZCTA5 46182,1670,88462,46182
ZCTA5 46183,41,-666666666,46183
ZCTA5 46184,13464,90250,46184
ZCTA5 46186,1762,64500,46186
ZCTA5 46201,31650,43183,46201
ZCTA5 46202,20331,61082,46202
ZCTA5 46203,37297,55375,46203
ZCTA5 46204,11022,88081,46204
ZCTA5 46205,29196,65756,46205
ZCTA5 46206,0,-666666666,46206
ZCTA5 46208,22026,55435,46208
ZCTA5 46214,24645,58863,46214
ZCTA5 46216,2546,56838,46216
ZCTA5 46217,38659,88326,46217
ZCTA5 46218,28560,34635,46218
ZCTA5 46219,38246,57811,46219
ZCTA5 46220,36159,103735,46220
ZCTA5 46221,26255,58316,46221
ZCTA5 46222,37608,45198,46222
ZCTA5 46224,39858,53731,46224
ZCTA5 46225,5535,47917,46225
ZCTA5 46226,45640,47086,46226
ZCTA5 46227,57164,50993,46227
ZCTA5 46228,16324,95574,46228
ZCTA5 46229,28284,62982,46229
ZCTA5 46231,10950,76823,46231
ZCTA5 46234,27941,83137,46234
ZCTA5 46235,35897,56160,46235
ZCTA5 46236,26049,117530,46236
ZCTA5 46237,42747,76676,46237
ZCTA5 46239,33403,92160,46239
ZCTA5 46240,19632,70728,46240
ZCTA5 46241,32943,51598,46241
ZCTA5 46250,17933,69591,46250
ZCTA5 46254,40263,57825,46254
ZCTA5 46256,21785,86529,46256
ZCTA5 46259,15049,129615,46259
ZCTA5 46260,35102,70642,46260
ZCTA5 46268,25623,63322,46268
ZCTA5 46278,8733,153930,46278
ZCTA5 46280,7657,84561,46280
ZCTA5 46290,111,-666666666,46290
ZCTA5 46301,597,118750,46301
ZCTA5 46302,36,66000,46302
ZCTA5 46303,16910,78659,46303
ZCTA5 46304,27402,88551,46304
ZCTA5 46307,71418,102118,46307
ZCTA5 46310,13914,81083,46310
ZCTA5 46311,23405,109167,46311
ZCTA5 46312,26158,41071,46312
ZCTA5 46319,17683,75976,46319
ZCTA5 46320,14097,35706,46320
ZCTA5 46321,23733,105764,46321
ZCTA5 46322,23749,76219,46322
ZCTA5 46323,23184,56906,46323
ZCTA5 46324,21433,61118,46324
ZCTA5 46327,10797,50457,46327
ZCTA5 46340,1531,55579,46340
ZCTA5 46341,10169,99444,46341
ZCTA5 46342,32525,72163,46342
ZCTA5 46345,76,-666666666,46345
ZCTA5 46346,1313,55938,46346
ZCTA5 46347,4778,84246,46347
ZCTA5 46348,1201,51076,46348
ZCTA5 46349,3060,75057,46349
ZCTA5 46350,45152,75311,46350
ZCTA5 46356,19396,87535,46356
ZCTA5 46360,43997,59641,46360
ZCTA5 46365,911,86500,46365
ZCTA5 46366,5672,65917,46366
ZCTA5 46368,40237,72638,46368
ZCTA5 46371,3490,95154,46371
ZCTA5 46373,18509,123203,46373
ZCTA5 46374,998,71500,46374
ZCTA5 46375,24012,89646,46375
ZCTA5 46376,280,68750,46376
ZCTA5 46377,31,-666666666,46377
ZCTA5 46379,267,96490,46379
ZCTA5 46381,447,45391,46381
ZCTA5 46382,1833,95278,46382
ZCTA5 46383,42464,75575,46383
ZCTA5 46385,41390,97208,46385
ZCTA5 46390,2965,79219,46390
ZCTA5 46391,8555,86955,46391
ZCTA5 46392,8332,93875,46392
ZCTA5 46393,128,36645,46393
ZCTA5 46394,12141,66386,46394
ZCTA5 46402,5636,29125,46402
ZCTA5 46403,10697,44114,46403
ZCTA5 46404,16846,39188,46404
ZCTA5 46405,11509,57005,46405
ZCTA5 46406,8513,35631,46406
ZCTA5 46407,8889,25551,46407
ZCTA5 46408,15571,47063,46408
ZCTA5 46409,7072,40637,46409
ZCTA5 46410,38803,61735,46410
ZCTA5 46501,3915,62721,46501
ZCTA5 46502,0,-666666666,46502
ZCTA5 46504,3391,83712,46504
ZCTA5 46506,10095,72689,46506
ZCTA5 46507,9799,88510,46507
ZCTA5 46508,184,48833,46508
ZCTA5 46510,3154,96759,46510
ZCTA5 46511,4019,55469,46511
ZCTA5 46513,0,-666666666,46513
ZCTA5 46514,41480,61784,46514
ZCTA5 46516,31959,54934,46516
ZCTA5 46517,25438,53263,46517
ZCTA5 46524,2133,75313,46524
ZCTA5 46526,33527,65864,46526
ZCTA5 46528,26356,77620,46528
ZCTA5 46530,31907,114684,46530
ZCTA5 46531,1818,56278,46531
ZCTA5 46532,1628,71339,46532
ZCTA5 46534,11029,60248,46534
ZCTA5 46536,3086,77411,46536
ZCTA5 46537,520,61813,46537
ZCTA5 46538,4369,86923,46538
ZCTA5 46539,2570,76750,46539
ZCTA5 46540,13239,99664,46540
ZCTA5 46542,5108,75192,46542
ZCTA5 46543,4467,110685,46543
ZCTA5 46544,31138,57873,46544
ZCTA5 46545,26581,55889,46545
ZCTA5 46550,12442,80403,46550
ZCTA5 46552,6665,79464,46552
ZCTA5 46553,3790,85861,46553
ZCTA5 46554,4285,75043,46554
ZCTA5 46555,2398,70268,46555
ZCTA5 46556,8159,-666666666,46556
ZCTA5 46561,14499,83520,46561
ZCTA5 46562,5118,61599,46562
ZCTA5 46563,23869,69205,46563
ZCTA5 46565,8718,95578,46565
ZCTA5 46567,9371,73277,46567
ZCTA5 46570,1140,60000,46570
ZCTA5 46571,6321,84705,46571
ZCTA5 46572,129,53158,46572
ZCTA5 46573,3943,79375,46573
ZCTA5 46574,7414,73950,46574
ZCTA5 46580,21812,70978,46580
ZCTA5 46582,14490,67161,46582
ZCTA5 46590,5073,97813,46590
ZCTA5 46595,54,-666666666,46595
ZCTA5 46601,4933,27080,46601
ZCTA5 46613,11726,41625,46613
ZCTA5 46614,29339,70998,46614
ZCTA5 46615,14411,57983,46615
ZCTA5 46616,6219,56293,46616
ZCTA5 46617,10402,73700,46617
ZCTA5 46619,21179,46679,46619
ZCTA5 46624,31,-666666666,46624
ZCTA5 46628,27929,56889,46628
ZCTA5 46635,6552,79416,46635
ZCTA5 46637,16079,72401,46637
ZCTA5 46701,8186,76813,46701
ZCTA5 46702,1955,64792,46702
ZCTA5 46703,18907,69940,46703
ZCTA5 46704,69,-666666666,46704
ZCTA5 46705,1988,62232,46705
ZCTA5 46706,20277,76288,46706
ZCTA5 46710,4486,81927,46710
ZCTA5 46711,8211,59817,46711
ZCTA5 46714,15257,63468,46714
ZCTA5 46721,4890,67969,46721
ZCTA5 46723,7575,80183,46723
ZCTA5 46725,22941,76214,46725
ZCTA5 46730,1183,95625,46730
ZCTA5 46731,858,108542,46731
ZCTA5 46732,2434,63258,46732
ZCTA5 46733,19246,63804,46733
ZCTA5 46737,7076,72927,46737
ZCTA5 46738,8462,62212,46738
ZCTA5 46740,4766,59230,46740
ZCTA5 46741,4218,90114,46741
ZCTA5 46742,3126,77037,46742
ZCTA5 46743,2191,71875,46743
ZCTA5 46745,1895,89632,46745
ZCTA5 46746,4474,78250,46746
ZCTA5 46747,2566,69500,46747
ZCTA5 46748,6933,98443,46748
ZCTA5 46750,27341,60883,46750
ZCTA5 46755,15528,66034,46755
ZCTA5 46759,381,57875,46759
ZCTA5 46760,1129,44375,46760
ZCTA5 46761,11985,72088,46761
ZCTA5 46763,1358,98603,46763
ZCTA5 46764,1697,66818,46764
ZCTA5 46765,5972,105114,46765
ZCTA5 46766,614,83371,46766
ZCTA5 46767,8979,75827,46767
ZCTA5 46770,2604,74191,46770
ZCTA5 46771,193,-666666666,46771
ZCTA5 46772,3164,78594,46772
ZCTA5 46773,3270,65556,46773
ZCTA5 46774,17066,70758,46774
ZCTA5 46776,1607,54866,46776
ZCTA5 46777,6136,69294,46777
ZCTA5 46778,83,-666666666,46778
ZCTA5 46779,2184,93092,46779
ZCTA5 46781,879,89886,46781
ZCTA5 46783,7610,98679,46783
ZCTA5 46784,1999,71500,46784
ZCTA5 46785,1630,68958,46785
ZCTA5 46786,38,-666666666,46786
ZCTA5 46787,4144,70030,46787
ZCTA5 46788,4372,97250,46788
ZCTA5 46789,149,-666666666,46789
ZCTA5 46791,1025,111563,46791
ZCTA5 46792,3577,71595,46792
ZCTA5 46793,4122,74412,46793
ZCTA5 46794,1138,70278,46794
ZCTA5 46795,7011,77279,46795
ZCTA5 46796,217,-666666666,46796
ZCTA5 46797,4438,92000,46797
ZCTA5 46798,1008,78451,46798
ZCTA5 46799,455,62250,46799
ZCTA5 46802,10360,40903,46802
ZCTA5 46803,11187,31797,46803
ZCTA5 46804,29177,84778,46804
ZCTA5 46805,21851,50099,46805
ZCTA5 46806,26060,44601,46806
ZCTA5 46807,16285,56341,46807
ZCTA5 46808,19916,53632,46808
ZCTA5 46809,8677,54362,46809
ZCTA5 46814,16906,143245,46814
ZCTA5 46815,26811,67224,46815
ZCTA5 46816,19240,43760,46816
ZCTA5 46818,21914,86583,46818
ZCTA5 46819,9318,66618,46819
ZCTA5 46825,29071,68890,46825
ZCTA5 46835,37589,75595,46835
ZCTA5 46845,28664,115690,46845
ZCTA5 46901,38254,61041,46901
ZCTA5 46902,36640,59548,46902
ZCTA5 46910,3125,67045,46910
ZCTA5 46911,1742,84000,46911
ZCTA5 46913,1386,84583,46913
ZCTA5 46914,3997,59205,46914
ZCTA5 46915,639,59583,46915
ZCTA5 46917,1992,57946,46917
ZCTA5 46919,1792,71033,46919
ZCTA5 46920,1397,96597,46920
ZCTA5 46922,0,-666666666,46922
ZCTA5 46923,8036,61088,46923
ZCTA5 46926,1414,67679,46926
ZCTA5 46928,4450,63387,46928
ZCTA5 46929,3029,61667,46929
ZCTA5 46930,202,51250,46930
ZCTA5 46931,290,45000,46931
ZCTA5 46932,2996,70093,46932
ZCTA5 46933,6469,59398,46933
ZCTA5 46936,5956,79345,46936
ZCTA5 46937,19,-666666666,46937
ZCTA5 46938,2576,45469,46938
ZCTA5 46939,1757,63750,46939
ZCTA5 46940,2913,69135,46940
ZCTA5 46941,878,77019,46941
ZCTA5 46943,113,40000,46943
ZCTA5 46945,0,-666666666,46945
ZCTA5 46946,92,57000,46946
ZCTA5 46947,28830,55088,46947
ZCTA5 46950,385,37361,46950
ZCTA5 46951,2016,52159,46951
ZCTA5 46952,17825,53481,46952
ZCTA5 46953,23570,46224,46953
ZCTA5 46957,493,46875,46957
ZCTA5 46958,603,83789,46958
ZCTA5 46959,573,96442,46959
ZCTA5 46960,1123,44012,46960
ZCTA5 46961,47,-666666666,46961
ZCTA5 46962,8994,71863,46962
ZCTA5 46965,44,-666666666,46965
ZCTA5 46967,153,58929,46967
ZCTA5 46968,136,92550,46968
ZCTA5 46970,23129,56722,46970
ZCTA5 46971,0,-666666666,46971
ZCTA5 46974,1565,57857,46974
ZCTA5 46975,13985,64009,46975
ZCTA5 46978,2111,66250,46978
ZCTA5 46979,5026,93571,46979
ZCTA5 46980,52,-666666666,46980
ZCTA5 46982,2653,75709,46982
ZCTA5 46984,7,-666666666,46984
ZCTA5 46985,1247,52073,46985
ZCTA5 46986,1672,76510,46986
ZCTA5 46987,1109,77813,46987
ZCTA5 46988,909,51750,46988
ZCTA5 46989,5403,73679,46989
ZCTA5 46990,437,93409,46990
ZCTA5 46991,1657,47321,46991
ZCTA5 46992,16475,65500,46992
ZCTA5 46994,2180,60732,46994
ZCTA5 46996,6231,60287,46996
ZCTA5 46998,196,-666666666,46998
ZCTA5 47001,10374,72560,47001
ZCTA5 47003,1038,79205,47003
ZCTA5 47006,12607,76220,47006
ZCTA5 47010,154,105417,47010
ZCTA5 47011,1533,74766,47011
ZCTA5 47012,10891,86369,47012
ZCTA5 47016,683,66533,47016
ZCTA5 47017,415,-666666666,47017
ZCTA5 47018,4725,64300,47018
ZCTA5 47020,1164,66047,47020
ZCTA5 47021,0,-666666666,47021
ZCTA5 47022,2837,104375,47022
ZCTA5 47023,2076,68438,47023
ZCTA5 47024,2909,55956,47024
ZCTA5 47025,23713,89986,47025
ZCTA5 47030,1574,58264,47030
ZCTA5 47031,5179,67520,47031
ZCTA5 47032,3136,62484,47032
ZCTA5 47033,0,-666666666,47033
ZCTA5 47034,152,71731,47034
ZCTA5 47035,266,36489,47035
ZCTA5 47036,1202,85000,47036
ZCTA5 47037,4289,71068,47037
ZCTA5 47038,800,47941,47038
ZCTA5 47040,5408,68865,47040
ZCTA5 47041,6148,86778,47041
ZCTA5 47042,3867,74401,47042
ZCTA5 47043,4851,64441,47043
ZCTA5 47060,6379,75878,47060
ZCTA5 47102,6647,47617,47102
ZCTA5 47104,8,-666666666,47104
ZCTA5 47106,4583,87431,47106
ZCTA5 47108,2003,47868,47108
ZCTA5 47110,656,63826,47110
ZCTA5 47111,17899,93418,47111
ZCTA5 47112,17123,66943,47112
ZCTA5 47114,537,74844,47114
ZCTA5 47115,2929,83796,47115
ZCTA5 47116,436,37426,47116
ZCTA5 47117,4352,88648,47117
ZCTA5 47118,4097,42206,47118
ZCTA5 47119,11748,118093,47119
ZCTA5 47120,824,58906,47120
ZCTA5 47122,11230,106034,47122
ZCTA5 47123,168,70737,47123
ZCTA5 47124,5514,111815,47124
ZCTA5 47125,1684,60977,47125
ZCTA5 47126,4146,92900,47126
ZCTA5 47129,19611,55447,47129
ZCTA5 47130,49192,68412,47130
ZCTA5 47135,1063,55804,47135
ZCTA5 47136,4787,96625,47136
ZCTA5 47137,1266,54737,47137
ZCTA5 47138,4646,73777,47138
ZCTA5 47140,2458,63651,47140
ZCTA5 47141,1582,97868,47141
ZCTA5 47142,530,86094,47142
ZCTA5 47143,3775,133147,47143
ZCTA5 47145,1782,47988,47145
ZCTA5 47147,1608,84318,47147
ZCTA5 47150,49606,62212,47150
ZCTA5 47160,67,76250,47160
ZCTA5 47161,3362,84318,47161
ZCTA5 47162,501,73839,47162
ZCTA5 47163,1293,62717,47163
ZCTA5 47164,3319,62181,47164
ZCTA5 47165,6599,76071,47165
ZCTA5 47166,1531,72386,47166
ZCTA5 47167,15573,57697,47167
ZCTA5 47170,15279,57661,47170
ZCTA5 47172,20423,80525,47172
ZCTA5 47174,58,48333,47174
ZCTA5 47175,843,65417,47175
ZCTA5 47177,1960,75993,47177
ZCTA5 47201,48602,82667,47201
ZCTA5 47203,25106,73595,47203
ZCTA5 47220,6070,69720,47220
ZCTA5 47223,1190,88025,47223
ZCTA5 47224,396,101250,47224
ZCTA5 47225,90,-666666666,47225
ZCTA5 47226,175,63542,47226
ZCTA5 47227,1425,87617,47227
ZCTA5 47229,2971,62917,47229
ZCTA5 47230,1832,76964,47230
ZCTA5 47231,742,50000,47231
ZCTA5 47232,2329,81875,47232
ZCTA5 47234,1571,99479,47234
ZCTA5 47235,1658,71250,47235
ZCTA5 47236,298,-666666666,47236
ZCTA5 47240,21514,74373,47240
ZCTA5 47243,6235,66333,47243
ZCTA5 47244,570,68750,47244
ZCTA5 47246,4142,88106,47246
ZCTA5 47247,165,-666666666,47247
ZCTA5 47250,23013,56667,47250
ZCTA5 47260,1909,65733,47260
ZCTA5 47263,172,75417,47263
ZCTA5 47264,1506,66875,47264
ZCTA5 47265,20981,65877,47265
ZCTA5 47270,543,80690,47270
ZCTA5 47272,2100,73085,47272
ZCTA5 47273,1838,79015,47273
ZCTA5 47274,32786,72186,47274
ZCTA5 47280,978,48640,47280
ZCTA5 47281,1504,82243,47281
ZCTA5 47282,224,67188,47282
ZCTA5 47283,4085,80536,47283
ZCTA5 47302,25365,47185,47302
ZCTA5 47303,24115,42556,47303
ZCTA5 47304,31432,67756,47304
ZCTA5 47305,3570,33125,47305
ZCTA5 47306,3866,-666666666,47306
ZCTA5 47320,4486,68244,47320
ZCTA5 47324,262,67734,47324
ZCTA5 47325,578,76302,47325
ZCTA5 47326,1784,51418,47326
ZCTA5 47327,4384,58988,47327
ZCTA5 47330,5346,64969,47330
ZCTA5 47331,22769,56530,47331
ZCTA5 47334,3202,73076,47334
ZCTA5 47335,648,48958,47335
ZCTA5 47336,2793,50381,47336
ZCTA5 47337,196,59375,47337
ZCTA5 47338,2378,62064,47338
ZCTA5 47339,450,43125,47339
ZCTA5 47340,3267,61146,47340
ZCTA5 47341,2513,82361,47341
ZCTA5 47342,2514,65568,47342
ZCTA5 47344,162,-666666666,47344
ZCTA5 47345,1465,69274,47345
ZCTA5 47346,4123,69180,47346
ZCTA5 47348,8986,44198,47348
ZCTA5 47351,505,60500,47351
ZCTA5 47352,823,62039,47352
ZCTA5 47353,5111,80391,47353
ZCTA5 47354,1122,63204,47354
ZCTA5 47355,2966,65172,47355
ZCTA5 47356,5508,68654,47356
ZCTA5 47357,1184,97544,47357
ZCTA5 47358,917,75729,47358
ZCTA5 47359,3688,67308,47359
ZCTA5 47360,1480,65227,47360
ZCTA5 47361,268,65221,47361
ZCTA5 47362,29442,56564,47362
ZCTA5 47366,9,-666666666,47366
ZCTA5 47367,105,-666666666,47367
ZCTA5 47368,2118,69936,47368
ZCTA5 47369,1216,33510,47369
ZCTA5 47370,145,39583,47370
ZCTA5 47371,12450,59215,47371
ZCTA5 47373,2218,49199,47373
ZCTA5 47374,45186,52566,47374
ZCTA5 47380,1537,55278,47380
ZCTA5 47381,199,58958,47381
ZCTA5 47382,188,61023,47382
ZCTA5 47383,2564,59700,47383
ZCTA5 47384,2038,72083,47384
ZCTA5 47385,1700,100479,47385
ZCTA5 47386,1210,76430,47386
ZCTA5 47387,461,81071,47387
ZCTA5 47388,413,51500,47388
ZCTA5 47390,5084,44752,47390
ZCTA5 47392,230,76790,47392
ZCTA5 47393,1595,83192,47393
ZCTA5 47394,8137,66335,47394
ZCTA5 47396,7808,80490,47396
ZCTA5 47401,40084,65643,47401
ZCTA5 47403,34410,68703,47403
ZCTA5 47404,23614,54674,47404
ZCTA5 47405,1249,-666666666,47405
ZCTA5 47406,8356,-666666666,47406
ZCTA5 47408,21660,45584,47408
ZCTA5 47420,77,-666666666,47420
ZCTA5 47421,27610,66588,47421
ZCTA5 47424,8620,69022,47424
ZCTA5 47427,850,77857,47427
ZCTA5 47429,7402,88625,47429
ZCTA5 47431,1401,58826,47431
ZCTA5 47432,4721,64162,47432
ZCTA5 47433,3722,57224,47433
ZCTA5 47434,13,-666666666,47434
ZCTA5 47435,129,-666666666,47435
ZCTA5 47436,1649,73462,47436
ZCTA5 47437,16,-666666666,47437
ZCTA5 47438,4203,45313,47438
ZCTA5 47441,8755,49496,47441
ZCTA5 47443,1336,60795,47443
ZCTA5 47445,94,76080,47445
ZCTA5 47446,9259,53182,47446
ZCTA5 47448,7719,65136,47448
ZCTA5 47449,407,53583,47449
ZCTA5 47451,1523,63125,47451
ZCTA5 47452,5118,71031,47452
ZCTA5 47453,325,50000,47453
ZCTA5 47454,7529,53931,47454
ZCTA5 47455,34,-666666666,47455
ZCTA5 47456,1305,67719,47456
ZCTA5 47457,0,-666666666,47457
ZCTA5 47458,19,-666666666,47458
ZCTA5 47459,3904,76667,47459
ZCTA5 47460,11395,67688,47460
ZCTA5 47462,4949,90205,47462
ZCTA5 47464,316,61382,47464
ZCTA5 47465,528,49500,47465
ZCTA5 47467,0,-666666666,47467
ZCTA5 47468,1195,81979,47468
ZCTA5 47469,1578,60147,47469
ZCTA5 47470,1441,71936,47470
ZCTA5 47471,3116,62569,47471
ZCTA5 47501,18335,60476,47501
ZCTA5 47512,4216,60217,47512
ZCTA5 47513,1797,63026,47513
ZCTA5 47514,1414,-666666666,47514
ZCTA5 47515,1196,68854,47515
ZCTA5 47516,943,82083,47516
ZCTA5 47519,401,106125,47519
ZCTA5 47520,2768,52969,47520
ZCTA5 47521,750,100214,47521
ZCTA5 47522,315,-666666666,47522
ZCTA5 47523,3518,65000,47523
ZCTA5 47524,486,49196,47524
ZCTA5 47525,313,71731,47525
ZCTA5 47527,2230,88571,47527
ZCTA5 47528,514,49712,47528
ZCTA5 47529,1140,74750,47529
ZCTA5 47531,951,100353,47531
ZCTA5 47532,4415,83443,47532
ZCTA5 47535,776,58654,47535
ZCTA5 47537,606,46943,47537
ZCTA5 47541,1110,76759,47541
ZCTA5 47542,10034,74205,47542
ZCTA5 47546,22376,67806,47546
ZCTA5 47550,670,112396,47550
ZCTA5 47551,561,88047,47551
ZCTA5 47552,203,143313,47552
ZCTA5 47553,8613,74533,47553
ZCTA5 47557,1360,80833,47557
ZCTA5 47558,5252,88154,47558
ZCTA5 47561,1293,42202,47561
ZCTA5 47562,5332,70896,47562
ZCTA5 47564,1500,59125,47564
ZCTA5 47567,6187,64890,47567
ZCTA5 47568,579,58750,47568
ZCTA5 47573,18,-666666666,47573
ZCTA5 47574,136,111250,47574
ZCTA5 47575,1118,-666666666,47575
ZCTA5 47576,676,-666666666,47576
ZCTA5 47577,1179,65823,47577
ZCTA5 47578,512,54110,47578
ZCTA5 47579,2881,95313,47579
ZCTA5 47580,108,-666666666,47580
ZCTA5 47581,2828,56864,47581
ZCTA5 47584,137,60750,47584
ZCTA5 47585,664,56944,47585
ZCTA5 47586,10994,58641,47586
ZCTA5 47588,881,59096,47588
ZCTA5 47590,550,104250,47590
ZCTA5 47591,25191,57862,47591
ZCTA5 47596,81,98438,47596
ZCTA5 47597,849,68409,47597
ZCTA5 47598,2908,65893,47598
ZCTA5 47601,13119,77411,47601
ZCTA5 47610,5695,74556,47610
ZCTA5 47611,899,57917,47611
ZCTA5 47612,784,66750,47612
ZCTA5 47613,2722,108871,47613
ZCTA5 47615,1683,60250,47615
ZCTA5 47616,214,80208,47616
ZCTA5 47619,1629,68600,47619
ZCTA5 47620,12533,74869,47620
ZCTA5 47630,39461,101462,47630
ZCTA5 47631,2085,60509,47631
ZCTA5 47633,2402,71136,47633
ZCTA5 47634,2101,64886,47634
ZCTA5 47635,5578,63490,47635
ZCTA5 47637,1301,67000,47637
ZCTA5 47638,3766,84311,47638
ZCTA5 47639,4633,90985,47639
ZCTA5 47640,882,59775,47640
ZCTA5 47648,4453,68068,47648
ZCTA5 47649,1310,60362,47649
ZCTA5 47654,11,81250,47654
ZCTA5 47660,4819,53791,47660
ZCTA5 47665,4053,67697,47665
ZCTA5 47666,1411,63456,47666
ZCTA5 47670,11638,65873,47670
ZCTA5 47683,49,76250,47683
ZCTA5 47708,636,55436,47708
ZCTA5 47710,18802,45324,47710
ZCTA5 47711,30793,65398,47711
ZCTA5 47712,24999,64285,47712
ZCTA5 47713,9930,37448,47713
ZCTA5 47714,33148,54614,47714
ZCTA5 47715,28476,59821,47715
ZCTA5 47720,17103,76968,47720
ZCTA5 47725,19436,105528,47725
ZCTA5 47802,33192,58880,47802
ZCTA5 47803,21702,59306,47803
ZCTA5 47804,10642,38036,47804
ZCTA5 47805,12809,69716,47805
ZCTA5 47807,13028,24389,47807
ZCTA5 47809,1554,-666666666,47809
ZCTA5 47831,0,-666666666,47831
ZCTA5 47832,1070,76375,47832
ZCTA5 47833,917,78942,47833
ZCTA5 47834,18773,66677,47834
ZCTA5 47836,0,-666666666,47836
ZCTA5 47837,876,82750,47837
ZCTA5 47838,3952,65000,47838
ZCTA5 47840,1903,83421,47840
ZCTA5 47841,2546,61307,47841
ZCTA5 47842,9675,54181,47842
ZCTA5 47845,51,-666666666,47845
ZCTA5 47846,978,87750,47846
ZCTA5 47847,869,54840,47847
ZCTA5 47848,1319,59575,47848
ZCTA5 47849,561,85909,47849
ZCTA5 47850,2027,64333,47850
ZCTA5 47851,0,-666666666,47851
ZCTA5 47853,117,60139,47853
ZCTA5 47854,884,84864,47854
ZCTA5 47855,835,46122,47855
ZCTA5 47857,321,58750,47857
ZCTA5 47858,952,49459,47858
ZCTA5 47859,1078,46667,47859
ZCTA5 47860,615,39808,47860
ZCTA5 47861,640,55772,47861
ZCTA5 47862,1262,67500,47862
ZCTA5 47863,198,-666666666,47863
ZCTA5 47865,4,-666666666,47865
ZCTA5 47866,512,83558,47866
ZCTA5 47868,2870,49789,47868
ZCTA5 47869,6,-666666666,47869
ZCTA5 47870,0,-666666666,47870
ZCTA5 47871,479,72813,47871
ZCTA5 47872,8641,66508,47872
ZCTA5 47874,2950,58125,47874
ZCTA5 47875,0,-666666666,47875
ZCTA5 47876,361,-666666666,47876
ZCTA5 47879,3120,50000,47879
ZCTA5 47880,14,-666666666,47880
ZCTA5 47881,253,48750,47881
ZCTA5 47882,8494,53522,47882
ZCTA5 47884,207,64375,47884
ZCTA5 47885,9287,66203,47885
ZCTA5 47901,4342,46425,47901
ZCTA5 47904,16340,46841,47904
ZCTA5 47905,42109,63115,47905
ZCTA5 47906,74283,51736,47906
ZCTA5 47907,0,-666666666,47907
ZCTA5 47909,42971,67341,47909
ZCTA5 47916,40,51250,47916
ZCTA5 47917,306,98125,47917
ZCTA5 47918,5159,64804,47918
ZCTA5 47920,2478,108992,47920
ZCTA5 47921,1131,81442,47921
ZCTA5 47922,1347,59427,47922
ZCTA5 47923,3550,77266,47923
ZCTA5 47924,75,-666666666,47924
ZCTA5 47925,22,-666666666,47925
ZCTA5 47926,916,84018,47926
ZCTA5 47928,1748,57917,47928
ZCTA5 47929,707,71838,47929
ZCTA5 47930,1113,58906,47930
ZCTA5 47932,5193,59365,47932
ZCTA5 47933,28227,61968,47933
ZCTA5 47940,1490,68750,47940
ZCTA5 47941,1047,74500,47941
ZCTA5 47942,789,69167,47942
ZCTA5 47943,967,64231,47943
ZCTA5 47944,3492,53563,47944
ZCTA5 47946,2175,78839,47946
ZCTA5 47948,1158,57563,47948
ZCTA5 47949,1563,77750,47949
ZCTA5 47950,828,51625,47950
ZCTA5 47951,2246,63228,47951
ZCTA5 47952,2676,54250,47952
ZCTA5 47954,2223,84136,47954
ZCTA5 47955,824,61607,47955
ZCTA5 47957,2067,58412,47957
ZCTA5 47958,196,84583,47958
ZCTA5 47959,2557,60469,47959
ZCTA5 47960,15313,61087,47960
ZCTA5 47963,2362,74318,47963
ZCTA5 47964,93,45000,47964
ZCTA5 47965,550,75089,47965
ZCTA5 47966,297,50250,47966
ZCTA5 47967,853,80139,47967
ZCTA5 47968,1283,74583,47968
ZCTA5 47969,250,51875,47969
ZCTA5 47970,2634,72468,47970
ZCTA5 47971,1718,53654,47971
ZCTA5 47974,1399,90455,47974
ZCTA5 47975,754,69167,47975
ZCTA5 47977,2606,75227,47977
ZCTA5 47978,10097,71359,47978
ZCTA5 47980,1075,62171,47980
ZCTA5 47981,915,76250,47981
